title,year,id,imdb_id,rating
Munich,2005,4518,0408306,1
Wallace &amp; Gromit: The Curse of the Were-Rabbit,2005,9092,0312004,1
Twitches,2005,8415,0467421,1
Wolf Creek,2005,7198,0416315,3
Flightplan,2005,2509,0408790,3
Factotum,2005,1422,0417658,1
Fr&aacute;giles (Fragile),2005,5747,0422272,3
Charlie and the Chocolate Factory,2005,2417,0367594,3
Le couperet,2005,4761,0422015,3
Corpse Bride,2005,1390,0121164,3
The Mostly Unfabulous Social Life of Ethan Green,2005,1496,0424287,3
La moustache,2005,9139,0428856,2
The Perfect Man,2005,7529,0380623,3
The Three Burials of Melquiades Estrada,2005,4629,0419294,3
Conversations with Other Women,2005,604,0435623,0
House of the Dead 2,2005,3631,0435665,3
Ice Princess,2005,3677,0396652,3
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,1470,0363771,3
Wild Things: Diamonds in the Rough,2005,23,0448179,3
C.R.A.Z.Y.,2005,5697,0401085,3
Harry Potter and the Goblet of Fire,2005,2334,0330373,1
Mortuary,2005,5059,0415167,3
The Constant Gardener,2005,1642,0387131,3
Happy Endings,2005,2398,0361693,3
Imagine Me &amp;amp; You,2005,719,0421994,3
Stealth,2005,4233,0382992,1
Chicken Little,2005,7193,0371606,1
Urban Legends: Bloody Mary,2005,5463,0451957,3
Lords of Dogtown,2005,5103,0355702,2
Hate Crime,2005,4339,0415833,2
Lord of War,2005,2072,0399295,2
MirrorMask,2005,3266,0366780,3
Zoom,2006,1853,0383060,3
Sideline Secrets,2006,8723,0413268,3
Apart From That,2006,2980,0772154,3
&quot;Masters of Horror&quot; Sounds Like,2006,7103,0817400,0
Rainbow Song,2006,3014,0804513,3
The University of Illinois vs. a Mummy,2006,3830,1273816,3
The Illusionist,2006,893,0443543,0
Material Girls,2006,3199,0433412,3
RV,2006,7793,0449089,3
Requiem,2006,2615,0454931,3
The Painted Veil,2006,4625,0446755,3
Away from Her,2006,9203,0491747,3
Superman Returns,2006,4288,0348150,1
Talladega Nights: The Ballad of Ricky Bobby,2006,9272,0415306,2
Still Life (Sanxia haoren),2006,934,0859765,2
&quot;Masters of Horror&quot; Valerie on the Stairs,2006,7117,0805420,3
When a Stranger Calls,2006,4665,0455857,3
Miami Vice,2006,8871,0430357,1
Bug,2006,5088,0470705,3
5ive Girls,2006,6137,0494199,3
Jackass Number Two,2006,1302,0493430,1
The Science of Sleep,2006,2898,0354899,3
Volver,2006,366,0441909,3
The Prestige,2006,2036,0482571,1
Farval Falkenberg,2006,3957,0855805,0
"Bon Cop, Bad Cop",2006,2572,0479647,1
Kidulthood,2006,1481,0435680,3
Behind the Mask: The Rise of Leslie Vernon,2006,9091,0437857,1
&quot;Masters of Horror&quot; The Screwfly Solution,2006,7096,0833098,3
Brother Bear 2,2006,4236,0465925,3
U,2006,6456,0486731,3
Inland Empire,2006,921,0460829,3
World Trade Center,2006,9296,0469641,2
"I’m a Cyborg, But That&#39;s OK",2006,2802,0497137,3
&quot;Masters of Horror&quot; Pick Me Up,2006,7038,0643110,2
We Are Marshall,2006,2579,0758794,1
Bordertown,2006,4939,0445935,3
Perfume: The Story of a Murderer,2006,1888,0396171,3
Zwartboek,2006,830,0389557,3
Curse of the Golden Flower,2006,3051,0473444,2
Fay Grim,2006,4690,0444628,3
Marie Antoinette,2006,290,0422720,3
Lonely Hearts,2006,5585,0441774,3
Friends with Money,2006,1102,0436331,3
Southland Tales,2006,1927,0405336,3
Altered,2006,5016,0457275,0
Times and Winds,2006,2057,0855729,3
Puccini for Beginners,2006,603,0492481,3
Casino Royale,2006,221,0381061,1
Peliculas para no dormir: Adivina quien soy,2006,7315,0461826,3
Half Light,2006,4424,0412798,3
Idlewild,2006,3326,0417225,3
&quot;Masters of Horror&quot; The V Word,2006,7085,0817401,0
Grbavica,2006,6038,0464029,3
Tales from the Grudge,2006,6445,0877368,3
Happy Feet,2006,7637,0366548,3
Avenue Montaigne,2006,3988,0444112,3
Shortbus,2006,1442,0367027,3
Aquamarine,2006,3335,0429591,3
Tenacious D in the Pick of Destiny,2006,7812,0365830,0
Hogfather,2006,3785,0765458,3
The History Boys,2006,3005,0464049,1
The Good Shepherd,2006,2340,0343737,0
Little Children,2006,521,0404203,3
Day Night Day Night,2006,5834,0499455,3
The Page Turner,2006,2405,0487503,3
Caffeine,2006,650,0460732,3
Fast Food Nation,2006,1449,0460792,3
The Wind That Shakes the Barley,2006,725,0460989,1
Red Road,2006,3760,0471030,3
Das Leben Der Anderen,2006,791,0405094,0
The Prince &amp; Me II: The Royal Wedding,2006,7550,0477072,3
The Zombie Diaries,2006,3127,0876294,3
Snow cake,2006,4312,0448124,3
High School Musical,2006,5249,0475293,3
Paris je t’aime,2006,3054,0401711,3
Return To Halloweentown,2006,2713,0816520,3
Dreamgirls,2006,5815,0443489,3
Wendy Wu: Homecoming Warrior,2006,4694,0790781,3
This Film Is Not Yet Rated,2006,3168,0493459,3
Arthur and the Invisibles,2006,4729,0344854,0
Brave Story,2006,4802,0778631,1
A Prairie Home Companion,2006,2525,0420087,3
Psych,2006,4500,0491738,3
Miss Potter,2006,1898,0482546,3
Dreamland,2006,2297,0417614,3
In Paris,2006,3465,0769508,1
Slither,2006,1702,0439815,3
I Served the King of England,2006,224,0284363,1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,5158,0443453,1
The Da Vinci Code,2006,5191,0382625,1
Tales from Earthsea,2006,8644,0495596,1
Ultraviolet,2006,2532,0370032,1
Over the Hedge,2006,9472,0327084,3
The Hills Have Eyes,2006,7088,0454841,3
Black Christmas,2006,1873,0454082,3
Eragon,2006,1147,0449010,1
The Fountain,2006,1937,0414993,3
Lady in the Water,2006,4227,0452637,2
Tekkon kinkurito,2006,2002,0831888,0
Que tan lejos,2006,8060,0951297,3
The Pursuit of Happyness,2006,198,0454921,0
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,7293,0430164,3
Starter for 10,2006,372,0477095,2
El laberinto del fauno (Pan's Labyrinth),2006,421,0457430,3
The Wicker Man,2006,9190,0450345,1
Man of the Year,2006,920,0483726,1
This is England,2006,6151,0480025,3
Love &amp; Suicide,2006,3193,0818940,3
Scary Movie 4,2006,7679,0362120,3
For the Love of a Child,2006,1022,0479917,3
Offside,2006,653,0499537,3
Barnyard,2006,7366,0414853,3
Reprise,2006,5213,0827517,1
&quot;Masters of Horror&quot; Family,2006,7070,0782399,2
Bring It On: All or Nothing,2006,762,0490822,3
After the Wedding,2006,2610,0457655,2
The Devil Wears Prada,2006,144,0458352,3
Madeinusa,2006,6869,0476298,3
She’s the Man,2006,627,0454945,3
Crank,2006,289,0479884,0
&quot;Masters of Horror&quot; Imprint,2006,7044,0757061,0
Amazing Grace,2006,736,0454776,1
I’m Reed Fish,2006,2260,0464061,2
Snakes on a Plane,2006,1894,0417148,3
Final Destination 3,2006,4595,0414982,3
Bambi II,2006,1596,0447854,1
Step Up,2006,7596,0462590,3
Inside Man,2006,2089,0454848,3
Hula Girls,2006,2199,0768116,3
Poseidon,2006,4918,0409182,2
Flushed Away,2006,3812,0424095,0
Nina’s Heavenly Delights,2006,976,0435706,3
Cow Belles,2006,5519,0489007,3
Loving Annabelle,2006,4398,0323120,3
Babel,2006,5925,0449467,3
A Crime,2006,2900,0489010,1
The Break Up,2006,4892,0452594,1
The Fast and the Furious: Tokyo Drift ,2006,9119,0463985,1
The Ant Bully,2006,3784,0429589,2
A Guide to Recognizing Your Saints,2006,2339,0473488,1
Dor,2006,3959,0824316,3
Clerks II,2006,2941,0424345,3
The Good German,2006,5675,0452624,1
Apocalypto,2006,5306,0472043,3
All The King’s Men,2006,6762,0405676,1
The Dead Girl,2006,1189,0783238,3
I Do,2006,3080,0478724,3
Black Sheep,2006,923,0779982,1
Stranger Than Fiction,2006,559,0420223,3
Grandma’s Boy,2006,5840,0456554,3
Bleach: Memories of Nobody,2006,6903,1105263,3
Peliculas para no dormir: La culpa,2006,7303,0449144,3
X-Men: The Last Stand,2006,317,0376994,3
Elephants Dream,2006,5248,0807840,0
Idiocracy,2006,10,0387808,1
"You, Me and Dupree",2006,1558,0463034,1
Ferfiakt,2006,8529,0830896,1
The Architect,2006,2117,0466665,3
"Hello Sister, Goodbye Life",2006,5288,0476013,3
Lucky Number Slevin,2006,1138,0425210,1
A Scanner Darkly,2006,2360,0405296,1
Fido,2006,4293,0457572,2
Nacho Libre,2006,2026,0457510,0
Barbie in the 12 Dancing Princesses,2006,5549,0859594,3
Children of Men,2006,332,0206634,3
Poultrygeist: Night of the Chicken Dead,2006,5262,0462485,1
Rosso come il cielo,2006,9471,0450121,1
Liu hao chukou (Exit No. 6),2006,1505,0934427,3
Cashback,2006,4401,0460740,3
Notes on a Scandal,2006,2498,0465551,3
The Queen,2006,1412,0436697,3
The Guardian,2006,2538,0406816,1
Five Across the Eyes,2006,2570,0888019,3
Bonneville,2006,2277,0487195,3
La noche de los girasoles,2006,8412,0456111,2
Ice Age: The Meltdown,2006,1581,0438097,1
For Your Consideration,2006,1615,0470765,3
La vie secr&egrave;te des gens heureux,2006,8033,0807965,1
Hannah Montana,2006,7264,0493093,1
Il caimano (The Caiman),2006,2800,0429727,3
Peliculas para no dormir: Para entrar a vivir,2006,7299,0477311,3
The Woods,2006,1347,0380066,3
Mukhsin,2006,4830,0863091,3
Silent Hill,2006,793,0384537,3
Once,2006,530,0907657,2
Rang De Basanti,2006,3769,0405508,3
Wristcutters: A Love Story,2006,2616,0477139,1
Beerfest,2006,6401,0486551,3
Take the Lead,2006,3460,0446046,3
Blood Diamond,2006,4626,0450259,1
Dead &amp; Deader,2006,5049,0770739,1
The Shaggy Dog,2006,9237,0393735,2
Stick It,2006,1665,0430634,3
Hollywoodland,2006,5511,0427969,2
The Fall,2006,2527,0460791,3
Monmon the Water Spider,2006,7567,0768132,0
300,2006,1271,0416449,0
The Pink Panther,2006,5552,0383216,1
Candy,2006,5233,0424880,3
Smokin’ Aces,2006,1811,0475394,3
The Gymnast,2006,2932,0473074,3
The Gigolos,2006,2566,0462309,1
Quinceanera,2006,2598,0451176,3
&quot;Masters of Horror&quot; Pelts,2006,7090,0779496,1
Night at the Museum,2006,416,0477347,3
A Few Days in September,2006,1542,0446442,3
Saw III,2006,6450,0489270,3
Akeelah and the Bee,2006,615,0437800,3
The Grudge 2,2006,3643,0433386,3
Little Miss Sunshine,2006,648,0449059,3
London To Brighton,2006,4819,0490166,3
The Departed,2006,1415,0407887,1
Mission: Impossible III,2006,5606,0317919,1
Sherrybaby,2006,4899,0423169,3
DOA: Dead or Alive,2006,4202,0398913,3
Cars,2006,1946,0317219,1
Penelope,2006,171,0472160,3
Another Gay Movie,2006,6526,0443431,3
Mulberry Street,2006,1719,0473514,1
&quot;Masters of Horror&quot; Haeckel’s Tale,2006,7039,0643106,0
Letters from Iwo Jima,2006,2580,0498380,1
The Big Bad Swim,2006,1489,0460721,3
Gray Matters,2006,1523,0375785,3
Warau Mikaeru,2006,3018,0461612,3
Suburban Mayhem,2006,3834,0450506,3
Glory Road,2006,7977,0385726,3
Conversations with God,2006,7624,0489682,1
The Holiday,2006,215,0457939,3
Peliculas para no dormir: Regreso a Moira,2006,7309,0460897,1
Accepted,2006,6194,0384793,1
Monster House,2006,3661,0385880,3
Brand Upon The Brain!,2006,284,0443455,3
A fost sau n-a fost?,2006,5287,0809407,1
Paprika,2006,1864,0851578,3
&quot;Masters of Horror&quot; Pro-Life,2006,7114,0785532,3
Half Nelson,2006,2359,0468489,3
failure to launch,2006,9277,0427229,1
Last Holiday,2006,938,0408985,3
The Unknown Woman,2006,6168,0494271,3
Madea’s Family Reunion,2006,6574,0455612,0
To Have and to Hold,2006,4848,0876154,3
Click,2006,5358,0389860,3
The Host,2006,3849,0468492,3
On the Trail of Igor Rizzi,2006,1605,0832958,0
The Librarian: Return to King Solomon&#39;s Mines,2006,5424,0455596,1
John Tucker Must Die,2006,3571,0455967,3
The Lake House,2006,4856,0410297,3
Black Dahlia,2006,4130,0387877,1
Bandidas,2006,370,0416496,3
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,1878,0808506,3
The Covenant,2006,6352,0475944,3
Art School Confidential,2006,1152,0364955,3
Open Season,2006,3786,0400717,1
Kamome Diner,2006,5704,0483022,3
Running with Scissors,2006,1910,0439289,3
Heartbreak Hotel,2006,9188,0785002,1
Pirates of the Caribbean: Dead Man’s Chest,2006,167,0383574,2
Wedding Wars,2006,8549,0823158,2
The Barbie Diaries,2006,5868,0795338,3
Awake,2007,7001,0211933,3
Tropa de Elite,2007,312,0861739,3
Timecrimes,2007,3343,0480669,0
The Reaping,2007,7973,0444682,3
Bratz: Fashion Pixiez,2007,4313,2330312,3
Out at the Wedding,2007,3935,0488023,3
Bleach Movie 2: The Diamond Dust Rebellion,2007,6905,1148261,2
Fracture,2007,2519,0488120,1
Evangelion: 1.0: You Are (Not) Alone,2007,3731,0923811,3
Outlaw,2007,12,0758771,1
Cafe com Leite,2007,7142,1166805,0
The Darjeeling Limited,2007,600,0838221,1
Paranormal Activity,2007,667,1179904,3
Vexille,2007,1466,0970472,3
How About You,2007,1899,0887745,3
Live Free or Die Hard,2007,842,0337978,1
Ocean's Thirteen,2007,476,0496806,1
Flight of the Living Dead,2007,5055,0780583,3
The Bad Mother&#39;s Handbook,2007,1671,0909010,3
Epic Movie,2007,6577,0799949,3
Hungry Bitches,2007,9352,1765847,3
Se upp f&ouml;r d&aring;rarna,2007,4060,0959342,3
Cocalero,2007,1439,0925230,3
The Condemned,2007,2597,0443473,1
We Own the Night,2007,4162,0498399,0
Premonition,2007,27,0477071,3
Eastern Promises,2007,3069,0765443,3
The Life Before Her Eyes,2007,5028,0815178,3
Pok&eacute;mon: The Rise of Darkrai,2007,8513,1226251,3
Atonement,2007,949,0783233,3
Lars and the real Girl,2007,2795,0805564,3
Harry Potter and the Order of the Phoenix,2007,373,0373889,3
In the Arms of My Enemy,2007,2976,0814795,0
Northanger Abbey,2007,2604,0844794,3
Transformers,2007,422,0418279,3
&quot;Masters of Horror&quot; Dream Cruise,2007,7131,0868394,1
Meet the Robinsons,2007,1945,0396555,1
Margot at the Wedding,2007,2409,0757361,3
Dan in Real Life,2007,3615,0480242,3
The Visitor,2007,2147,0857191,3
Futurama: Bender's Big Score,2007,8,0471711,2
The Babysitters,2007,6735,0796302,3
Death at a Funeral,2007,1522,0795368,3
Beowulf,2007,3086,0442933,3
The Man from London,2007,2743,0415127,3
I Know Who Killed Me,2007,4007,0897361,3
Crashing,2007,995,0475243,2
Nancy Drew,2007,6603,0479500,3
The Band&#39;s Visit,2007,1799,1032856,1
Est&ocirc;mago,2007,7796,1039960,0
Lions for lambs,2007,7078,0891527,0
Gone,2007,3494,0482374,3
Hairspray,2007,188,0427327,3
Meduzot,2007,7349,0807721,3
American Pie Presents: Beta House,2007,9002,0974959,2
Young People Fucking,2007,2529,0913445,1
"4 Months, 3 Weeks and 2 Days",2007,1806,1032846,3
Far North,2007,4886,0860866,3
Enchanted,2007,777,0461770,3
Disturbia,2007,479,0486822,3
Vacancy,2007,546,0452702,0
Ninas Mal,2007,1706,0806940,3
If I Had Known I Was a Genius,2007,3604,0758753,2
Grandpa for Christmas,2007,6617,0950740,3
Because I Said So,2007,4439,0490084,3
Year of the dog,2007,2207,0756729,3
A Perfect Stranger,2007,9476,0457433,3
The Jane Austen Book Club,2007,1151,0866437,3
88 Minutes,2007,30,0411061,1
Black Water,2007,3545,0816436,3
Wool 100%,2007,166,0884819,3
Negative Happy Chain Saw Edge,2007,3577,1024856,0
Sunshine,2007,585,0448134,1
Ekusute (Exte: Hair Extensions),2007,1713,0904049,3
Flatland: The Movie,2007,6631,0814106,2
Ghost Rider,2007,9451,0259324,0
Death Defying Acts,2007,3013,0472071,3
XXY,2007,1552,0995829,3
I’m Not There.,2007,6795,0368794,1
Shotgun Stories,2007,6828,0952682,3
Eagle vs Shark,2007,2478,0494222,3
Watching the Detectives,2007,2111,0472205,1
Hot Fuzz,2007,351,0425112,1
P.S. I Love You,2007,766,0431308,3
Next,2007,11,0435705,2
1408,2007,3206,0450385,3
Mataharis,2007,5509,0780565,3
Ten Inch Hero,2007,3663,0829297,3
Tricks,2007,1802,1094278,3
The King of Kong: A Fistful of Quarters,2007,4153,0923752,1
We Are the Strange,2007,3774,0923985,0
Shelter,2007,2621,0942384,1
My Blueberry Nights,2007,2655,0765120,3
P2,2007,4984,0804516,3
Shut em up,2007,5451,0465602,1
Charlie Bartlett,2007,1008,0423977,2
Lynch,2007,1438,1032207,1
Shrek the Third,2007,26,0413267,3
Transmorphers,2007,5328,0960835,3
I Am Legend,2007,549,0480249,3
Evening,2007,948,0765447,3
Aliens vs. Predator: Requiem,2007,8576,0758730,3
Ha-Sodot (The Secrets),2007,5930,0782867,3
Waitress,2007,755,0473308,3
Les deux mondes,2007,6759,0808230,2
Hitman,2007,1283,0465494,0
Pirates of the Caribbean: At World’s End,2007,169,0449088,3
Elizabeth: The Golden Age,2007,3230,0414055,3
Son of Rambow,2007,240,0845046,1
Barbie Fairytopia: Magic of the Rainbow,2007,7714,1007920,3
The Bourne Ultimatum,2007,5530,0440963,2
Hostel: Part II,2007,2473,0498353,3
Smiley Face,2007,5245,0780608,3
Death Proof,2007,7,1028528,3
High School Musical 2 (TV Movie),2007,6057,0810900,3
Fantastic Four: Rise of the Silver Surfer,2007,5075,0486576,3
There Will Be Blood,2007,177,0469494,0
Barbie as the Island Princess,2007,4040,1092053,3
Rosa: The Movie,2007,8732,0997260,3
Ratatouille,2007,14,0382932,1
Inside,2007,3629,0856288,3
Bhool Bhulaiyaa,2007,4121,0995031,1
Blades of Glory,2007,3777,0445934,3
Fred Claus,2007,410,0486583,1
The Signal,2007,2364,0780607,2
"Run, Fatboy, Run",2007,6616,0425413,1
Bridge to Terabithia,2007,3333,0398808,3
Itty Bitty Titty Committee,2007,1115,0496328,3
The Simpsons Movie,2007,417,0462538,3
Planet Terror,2007,29,1077258,3
Brooklyn Rules,2007,1578,0283503,3
Gone Baby Gone,2007,2371,0452623,3
Gracie,2007,5461,0441007,3
After Sex,2007,1344,0465375,3
The Number 23,2007,4029,0481369,1
Charlie Wilson’s War,2007,2574,0472062,3
I Could Never Be Your Woman,2007,3012,0466839,3
99 francs,2007,3899,0875113,1
The Tracey Fragments,2007,5071,0801526,3
"Lust, Caution",2007,5501,0808357,3
Before the Devil Knows You’re Dead,2007,4001,0292963,2
Ballet Shoes,2007,3617,1083845,3
Halloween,2007,3655,0373883,3
Breach,2007,2581,0401997,1
Free Rainer,2007,1524,0810868,2
Lucky Blue,2007,7140,0971205,0
Knocked Up,2007,180,0478311,3
Imprint,2007,4728,0816530,3
Whisper,2007,4762,0435528,2
Sweeney Todd: The Demon Barber of Fleet Street,2007,630,0408236,1
Numb,2007,4044,0795439,1
She’s a Boy I Knew,2007,4152,1095496,3
"Ensemble, c’est tout",2007,2992,0792965,3
Resident Evil: Extinction,2007,17,0432021,3
Spider-Man 3,2007,5483,0413300,2
Cleaner,2007,7773,0896798,1
Beaufort,2007,1808,0758732,0
Mr. Bean’s Holiday,2007,9424,0453451,0
Racing Daylight,2007,5995,0840363,3
St. Trinian’s,2007,1840,0964587,3
Norbit,2007,5662,0477051,2
The Man from Earth,2007,25,0756683,1
The World Unseen,2007,1339,1048174,3
28 Weeks Later,2007,2131,0463854,3
Dialogue avec mon jardinier,2007,6286,0825244,1
&quot;Masters of Horror&quot; The Washingtonians,2007,7129,0854548,3
The Bucket List,2007,103,0825232,1
Ex Drummer,2007,5769,0812243,1
Saw IV,2007,6454,0890870,3
La reine soleil,2007,3547,0459959,3
Trick ’r Treat,2007,1715,0862856,3
Bratz,2007,2472,0804452,3
The Kite Runner,2007,652,0419887,0
Shrooms,2007,5204,0492486,3
The Nanny Diaries,2007,3308,0489237,3
Into the Wild,2007,313,0758758,1
The Secret,2007,3344,0446463,3
Bring It On: In It to Win It,2007,761,0972785,3
Welcome to the Quiet Room,2007,3015,0997174,3
Bee Movie,2007,7519,0389790,1
Then She Found Me,2007,462,0455805,3
Cutlass,2007,2676,1107809,3
The Messengers,2007,5042,0425430,3
La vie en rose,2007,3129,0450188,3
The Water Horse,2007,8525,0760329,0
Chakde! India,2007,5146,0871510,3
La torre de Suso,2007,4757,0896986,1
"So, You’ve Downloaded a Demon",2007,5583,0348062,3
The Lookout,2007,1167,0427470,3
Auf der anderen Seite,2007,1925,0880502,3
Appleseed Saga: Ex Machina,2007,1764,1043842,3
Persepolis,2007,295,0808417,3
Caramel,2007,3707,0825236,2
The Mist,2007,3324,0884328,3
No Reservations,2007,327,0481141,3
2 Days in Paris,2007,5291,0841044,3
The Diving Bell and the Butterfly,2007,1868,0401383,2
The Brave One,2007,20,0476964,3
TMNT,2007,3811,0453556,1
3:10 to Yuma,2007,843,0381849,0
Zodiac,2007,7251,0443706,1
The Brothers Solomon,2007,6578,0784972,2
Steam,2007,2856,0892100,3
American Gangster,2007,7395,0765429,1
Music and Lyrics,2007,2170,0758766,3
Stardust,2007,335,0486655,3
&quot;Masters of Horror&quot; We All Scream for Ice Cream,2007,7125,0817402,3
&quot;The Backyardigans&quot; International Super Spy,2007,6381,1095573,2
5 Centimeters Per Second,2007,1939,0983213,1
Irina Palm,2007,3474,0762110,3
The Golden Compass,2007,487,0385752,3
Sydney White,2007,3151,0815244,3
Across the Universe,2007,4028,0445922,3
Arranged,2007,2248,0848542,3
Viva,2007,7584,0393956,3
Import/Export,2007,526,0459102,3
The Orphanage,2007,1285,0464141,3
Days and Clouds,2007,4833,0887732,3
Towelhead,2007,381,0787523,3
Juno,2007,9,0467406,3
Michael Clayton,2007,1889,0465538,2
Salvation,2007,3424,0860528,1
Hannibal Rising,2007,4209,0367959,1
Teeth,2007,1196,0780622,3
The Last Mimzy,2007,7556,0768212,3
American Zombie,2007,5045,0765430,3
Diary of the Dead,2007,964,0848557,3
Breakfast with Scot,2007,4800,0910847,1
Becoming Jane,2007,738,0416508,3
Las 13 rosas,2007,7079,0809533,3
Rush Hour 3,2007,16,00293564,1
Underdog,2007,9240,0467110,1
The Assassination of Jesse James by the Coward Robert Ford,2007,8535,0443680,1
White Noise 2: The Light,2007,1045,0496436,1
Dead Silence,2007,5628,0455760,1
Fat Like Me,2007,4158,0889600,3
&quot;Masters of Horror&quot; Right to Die,2007,7121,0871197,1
Mr. Magorium’s Wonder Emporium,2007,1903,0457419,0
Fermat’s Room,2007,3438,1016301,0
Reine Geschmacksache,2007,7153,0838192,3
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",2007,4264,1077274,3
The Heartbreak Kid,2007,9247,0408839,2
Naissance des pieuvres,2007,3989,0869977,3
Love Songs,2007,1741,0996605,3
Control,2007,6987,0421082,2
30 Days of Night,2007,2130,0389722,2
No Country for Old Men,2007,686,0477348,3
Sword of the Stranger,2007,2601,1121794,3
Hot Rod,2007,419,0787475,1
&quot;Masters of Horror&quot; The Black Cat,2007,7128,0785533,0
Dark Mirror,2007,4963,0486651,3
Shooter,2007,1184,0822854,1
The Savages,2007,490,0775529,3
King of California,2007,2341,0388182,1
Wild Hogs,2007,918,0486946,1
Freedom Writers,2007,5496,0463998,1
It’s a Free World...,2007,7711,0807054,3
[Rec],2007,3646,1038988,3
Superbad,2007,651,0829482,3
iCarly: iGo to Japan,2008,9196,1286124,3
Day of the Dead,2008,3128,0489018,3
Vicky Cristina Barcelona,2008,245,0497465,3
Valkyrie,2008,2841,0985699,1
Helen,2008,1492,1288589,3
Pineapple Express,2008,384,0910936,2
Australia,2008,1892,0455824,2
Gake no ue no Ponyo,2008,469,0876563,3
The Curious Case of Benjamin Button,2008,504,0421715,3
"Bleach: Fade to Black, I Call Your Name",2008,7210,1339302,3
Possession,2008,5048,0368563,3
Older Than America,2008,4730,0932669,3
Valami Amerika 2,2008,8563,1235075,1
Frozen River,2008,252,0978759,3
"Welcome Home, Roscoe Jenkins",2008,4046,0494652,3
Herb &amp; Dorothy,2008,3281,1227929,3
Barbie and the Diamond Castle,2008,3288,1294138,3
Aanrijding in Moscou,2008,6681,0948530,3
The Bank Job,2008,19,0200465,3
Sita Sings the Blues,2008,3029,1172203,1
Paris 36,2008,3466,0948535,1
Speed Racer,2008,192,0811080,3
Skin,2008,6543,0964586,3
Rough Aunties,2008,2460,1179080,3
S&eacute;raphine,2008,2094,1048171,3
Miao Miao,2008,4959,0984130,3
Pretty Ugly People,2008,6817,0874425,3
Hunger,2008,7641,0986233,0
The Secret of Moonacre,2008,5864,0396707,3
French Film,2008,1744,0986230,3
Pirates II: Stagnetti’s Revenge,2008,4026,1266097,3
The X-Files: I Want to Believe,2008,6621,0443701,3
Starship Troopers 3: Marauder,2008,1,0844760,3
My Prison Yard,2008,1583,1103193,3
The Spiderwick Chronicles,2008,8818,0416236,0
Cloverfield,2008,889,1060277,3
Sparrow,2008,6863,0491044,0
Management,2008,3965,1082853,2
Dance of the Dead,2008,1718,0926063,1
Transporter 3,2008,241,1129442,0
Nothing But the Truth,2008,5904,1073241,3
Waltz with Bashir,2008,1751,1185616,0
Revolutionary Road,2008,275,0959337,3
The Burning Plain,2008,6262,1068641,3
La mujer sin cabeza,2008,7071,1221141,3
Blindness,2008,380,0861689,3
Dr. Horrible’s Sing-Along Blog,2008,8387,1227926,0
The Eye,2008,429,0406759,3
High School Musical 3: Senior Year,2008,464,0962726,3
The Chronicles of Narnia: Prince Caspian,2008,1590,0499448,3
Easy Virtue,2008,500,0808244,3
Be Kind Rewind,2008,145,0799934,1
Hellboy II: The Golden Army,2008,214,0411477,1
Overcome,2008,5148,2132415,2
American Violet,2008,2082,1152397,3
Lakeview Terrace,2008,9340,0947802,3
The Women,2008,355,0430770,3
RocknRolla,2008,1495,1032755,1
Ai no mukidashi,2008,770,1128075,3
Four Christmases,2008,903,0369436,3
TBS,2008,8534,1092019,1
Dead at 17,2008,5481,1153103,3
Seventh Moon,2008,4767,1052040,0
The Forbidden Kingdom,2008,1143,0865556,1
The Love Guru,2008,60,0811138,1
The Other Boleyn Girl,2008,1641,0467200,3
The Tale of Despereaux,2008,1674,420238,3
"Angus, Thongs and Perfect Snogging",2008,3182,0963743,3
The Incredible Hulk,2008,195,0800080,1
Outpost,2008,2858,0892899,0
The Family That Preys,2008,5703,1142798,3
Rambo,2008,7127,0462499,0
Okuribito (Departures),2008,819,1069238,3
Diary of a Nymphomaniac,2008,3444,1111890,3
The No. 1 Ladies&#39; Detective Agency,2008,3072,1356380,3
Pontypool,2008,952,1226681,0
The Baader Meinhof Complex,2008,4030,0765432,3
Mid-August Lunch,2008,4935,1277728,3
Get Smart,2008,74,0425061,1
Stargate: Continuum,2008,1586,0929629,1
Birds of America,2008,141,1029134,3
Kenna,2008,5469,1340664,3
Damn Bastard!,2008,2078,1056444,0
Resident Evil: Degeneration,2008,279,1174954,3
Etz Limon,2008,7074,1172963,3
Everlasting Moments,2008,2614,0961066,3
Bi the Way,2008,2257,0951257,3
Forgetting Sarah Marshall,2008,1891,0800039,3
21,2008,47,0478087,3
Futurama: The Beast with a Billion Backs,2008,81,1054485,2
Che: Part One,2008,503,0892255,1
Superhero Movie,2008,5412,0426592,3
Role Models,2008,217,0430922,1
Slumdog Millionaire,2008,251,1010048,1
Coco Chanel,2008,2118,1094661,3
Changeling,2008,286,0824747,3
Kataude mashin garu,2008,740,1050160,3
The Mummy: Tomb of the Dragon Emperor,2008,5656,0859163,3
Repo! The Genetic Opera,2008,542,0963194,3
What Happens In Vegas,2008,191,1033643,3
Goodbye Solo,2008,2203,1095442,1
Sleep Dealer,2008,6688,0804529,0
Camp Rock,2008,6347,1055366,3
Blind Loves,2008,6893,1226291,2
